Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_S_$_NAND__B_Y_$_AND__B_Y_$_DFF_P__D_Q_NOR2X3H7R_B,1.2,2.473e-07,0.000e+00,1.846e-10,2.475e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_OA22X0P5H7R_Y_B0_AOI21X0P5H7R_Y_B0_AOI211X0P5H7R_Y_B0_NOR2BX1P4H7R_Z,1.2,2.460e-07,0.000e+00,1.795e-10,2.462e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_A1_OAI22X0P5H7R_Y_A1_AOI211X0P5H7R_Y_B0_NOR3BX0P5H7R_Y,1.2,2.304e-07,0.000e+00,1.436e-10,2.306e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_Y_XNOR2X3H7R_A_B_OAOI211X1P4H7R_Y_A0_NOR4X2H7R_Y_A_NOR3X1P4H7R_A_Y_XNOR3X3H7R_A_Y_OAI211X6H7R_A1_B0_NAND2X0P5H7R_Y,1.2,2.304e-07,0.000e+00,6.315e-11,2.305e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_C0_OAI21X0P5H7R_Y_B0_OAI21X0P5H7R_Y_B0_NOR3BX0P5H7R_Y,1.2,2.303e-07,0.000e+00,1.436e-10,2.304e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B0_OAI211X0P7H7R_Y_A1_NOR2BX1H7R_Z,1.2,2.296e-07,0.000e+00,1.647e-10,2.298e-07
R[1]_0__NAND2X0P5H7R_B,1.2,2.291e-07,0.000e+00,6.815e-11,2.291e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_OR__Y_B_$_DFF_P__Q_D_$_MUX__Y_B_$_NAND__A_Y_AOI211X1P4H7R_Y_A1_MUX2X8H7R_Y_B_XOR2X0P5H7R_Y_B_NAND2X0P5H7R_Y,1.2,2.290e-07,0.000e+00,6.815e-11,2.291e-07
R[1]_1__NAND2X0P5H7R_B,1.2,2.278e-07,0.000e+00,6.815e-11,2.279e-07
R[1]_3__MUX2X3H7R_B_Y_AOI2BB1X0P5H7R_A1N_B0_NOR3BX0P5H7R_Y,1.2,2.275e-07,0.000e+00,1.436e-10,2.276e-07
out_0__reg_p_D_OAOI211X0P5H7R_Y_A0_XNOR2X0P5H7R_A_Y_OAI211X1P4H7R_A1_B0_NAND2X0P5H7R_Y,1.2,2.273e-07,0.000e+00,6.315e-11,2.274e-07
R[2]_4__MUX2X3H7R_A_Y_OAI21X2H7R_A1_B0_OAI211X0P7H7R_Y_C0_NAND2X0P5H7R_Y,1.2,2.269e-07,0.000e+00,6.815e-11,2.270e-07
R[2]_6__MUX2X0P5H7R_A_Y_OA21X0P7H7R_A1_B0_OAI211X0P7H7R_Y_C0_NAND2X0P5H7R_Y,1.2,2.269e-07,0.000e+00,6.815e-11,2.270e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_A0_OR2X0P5H7R_Y_A_NOR2BX1H7R_Z,1.2,2.266e-07,0.000e+00,1.647e-10,2.268e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A0N_NOR2BX1H7R_Z,1.2,2.266e-07,0.000e+00,1.647e-10,2.268e-07
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_Y_OR3X1H7R_Y_C_OAI21X0P5H7R_Y_A1_OAI22X0P5H7R_A1_B0_AOI2BB1X0P5H7R_Y_B0_NOR3BX0P5H7R_Y,1.2,2.266e-07,0.000e+00,1.436e-10,2.268e-07
R[2]_2__MUX2X3H7R_A_Y_OAI21X4H7R_A1_B0_OAI211X1H7R_Y_C0_NAND2X0P5H7R_Y,1.2,2.261e-07,0.000e+00,6.815e-11,2.262e-07
R[2]_5__NAND2X0P5H7R_A,1.2,2.254e-07,0.000e+00,6.815e-11,2.255e-07
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_Y_OR3X1H7R_Y_C_OAI21X0P5H7R_Y_B0_NAND2X0P5H7R_Y_B_NOR2BX1H7R_Z,1.2,2.247e-07,0.000e+00,1.686e-10,2.249e-07
R[2]_1__MUX2X3H7R_A_Y_OAI21X3H7R_A1_B0_OAI211X0P7H7R_Y_C0_NAND2X0P5H7R_Y,1.2,2.248e-07,0.000e+00,6.815e-11,2.249e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_B_AOAI211X0P5H7R_Y_A0_NAND2X0P5H7R_Y,1.2,2.239e-07,0.000e+00,6.315e-11,2.240e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_A_MUXI2X0P5H7R_Y_S0_OAI2XB1X1P4H7R_B0_A1N_NAND3X0P5H7R_Y,1.2,2.235e-07,0.000e+00,5.305e-11,2.235e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_B0_OAI211X1P4H7R_Y_A0_AOI21X0P5H7R_Y_B0_NOR2BX1H7R_Z,1.2,2.226e-07,0.000e+00,1.686e-10,2.228e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_B_AOAI211X0P5H7R_Y_C0_AOAI211X0P5H7R_Y_B0_NOR2BX1H7R_Z,1.2,2.222e-07,0.000e+00,1.686e-10,2.224e-07
R[3]_4__NOR2X1P4H7R_A,1.2,2.221e-07,0.000e+00,1.023e-10,2.222e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_A1_OAI32X0P5H7R_Y_A2_NAND3X0P5H7R_Y,1.2,2.210e-07,0.000e+00,5.305e-11,2.211e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B0_OAI211X0P7H7R_Y_C0_AOI21X0P5H7R_Y_B0_NOR3X0P5H7R_Y,1.2,2.199e-07,0.000e+00,5.973e-11,2.200e-07
pc_3__reg_p_D_AOI21X0P5H7R_Y_A0_AOAI211X0P5H7R_Y_C0_NAND3X1P4H7R_A_C_NAND2X0P5H7R_A,1.2,2.092e-07,0.000e+00,6.065e-11,2.092e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_A1_OAI32X0P5H7R_Y_B0_NAND2BX0P5H7R_Y,1.2,2.008e-07,0.000e+00,1.404e-10,2.010e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_A_MUXI2X0P5H7R_Y_S0_OAI2XB1X1P4H7R_B0_A0_NAND2BX0P5H7R_AN,1.2,2.007e-07,0.000e+00,1.404e-10,2.008e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_B0_NAND2BX0P5H7R_Y,1.2,1.997e-07,0.000e+00,1.404e-10,1.999e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_A1_OAI32X0P5H7R_Y_B1_NAND2BX0P5H7R_Y,1.2,1.994e-07,0.000e+00,1.404e-10,1.996e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_NAND2BX0P5H7R_Y,1.2,1.956e-07,0.000e+00,1.404e-10,1.957e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_B0_OA222X1H7R_C1_A1_NAND2BX0P5H7R_Y,1.2,1.950e-07,0.000e+00,1.404e-10,1.951e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_A_AOI21X0P5H7R_B0_A1_NAND2BX0P5H7R_Y,1.2,1.940e-07,0.000e+00,1.404e-10,1.941e-07
seg1_OAI211X1H7R_Y_A1_NAND2X0P5H7R_Y_B_NAND2X0P5H7R_B_Y_AOAI211X0P5H7R_B0_A1_NAND2BX0P5H7R_Y,1.2,1.936e-07,0.000e+00,1.404e-10,1.937e-07
R[2]_0__NOR3X0P7H7R_C,1.2,1.743e-07,0.000e+00,6.272e-11,1.743e-07
out_0__BUFX1P4H7R_A,1.2,1.694e-07,0.000e+00,1.745e-10,1.696e-07
R[3]_6__NOR2X0P5H7R_A,1.2,1.678e-07,0.000e+00,7.207e-11,1.678e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_SDFF_PN0__Q_R_$_SDFF_PN0__R_D_$_ANDNOT__A_Y_$_OR__B_Y_AOI2BB1X0P5H7R_Y_A0N_AOI211X0P5H7R_Y_C0_NOR3X0P5H7R_Y,1.2,1.634e-07,0.000e+00,5.613e-11,1.635e-07
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_Y_OR3X1H7R_Y_C_OAI21X0P5H7R_Y_B0_NAND2X0P5H7R_Y_B_NOR2X0P5H7R_B,1.2,1.567e-07,0.000e+00,9.540e-11,1.567e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_OR__Y_B_BUFX0P7H7R_A,1.2,1.420e-07,0.000e+00,1.520e-10,1.421e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_Y_MUX2X0P5H7R_A_B_NOR2X1P4H7R_Y,1.2,1.366e-07,0.000e+00,1.036e-10,1.367e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_NAND2X1P4H7R_Y,1.2,1.366e-07,0.000e+00,9.661e-11,1.367e-07
R[1]_7__reg_p_E_NAND2X0P5H7R_Y,1.2,1.232e-07,0.000e+00,6.815e-11,1.232e-07
R[2]_7__reg_p_E_NAND2X0P5H7R_Y,1.2,1.201e-07,0.000e+00,6.815e-11,1.202e-07
R[0]_7__reg_p_E_NAND2X0P5H7R_Y,1.2,1.180e-07,0.000e+00,6.815e-11,1.180e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_Y_OAI221X4H7R_A1_B1_NAND2X0P5H7R_Y,1.2,1.171e-07,0.000e+00,6.815e-11,1.172e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_Y_OAI221X4H7R_A1_C0_AOI22X0P5H7R_Y_A1_NOR2X0P5H7R_Y_B_NAND2X0P5H7R_Y,1.2,1.157e-07,0.000e+00,6.815e-11,1.158e-07
seg1_OAI211X1H7R_Y_A1_NAND2X0P5H7R_Y,1.2,1.149e-07,0.000e+00,6.815e-11,1.150e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_Y_OAI22X1H7R_A1_B1_NAND2X0P5H7R_Y,1.2,1.146e-07,0.000e+00,6.815e-11,1.147e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND2X0P5H7R_Y,1.2,1.125e-07,0.000e+00,6.815e-11,1.126e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B0_OAI211X0P7H7R_Y_B0_NAND2X0P5H7R_Y,1.2,1.115e-07,0.000e+00,6.815e-11,1.116e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_D_NAND2X0P5H7R_Y,1.2,1.113e-07,0.000e+00,6.815e-11,1.113e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_NOR__B_Y_$_NAND__A_Y_$_NAND__B_Y_OAI31X0P5H7R_Y_A2_NAND2X0P5H7R_Y,1.2,1.110e-07,0.000e+00,6.815e-11,1.111e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,1.110e-07,0.000e+00,6.815e-11,1.110e-07
seg1_OAI211X1H7R_Y_A1_NAND2X0P5H7R_Y_B_NAND2X0P5H7R_B,1.2,1.108e-07,0.000e+00,6.815e-11,1.108e-07
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_Y_$_DFF_P__D_Q_NOR2X0P5H7R_B,1.2,1.064e-07,0.000e+00,6.923e-11,1.065e-07
R[1]_2__NOR4BX2H7R_C_Y_AOI21X1P4H7R_B0_A0_NOR2X0P5H7R_Y,1.2,1.047e-07,0.000e+00,6.923e-11,1.047e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_B_AOI21X0P5H7R_Y_A1_NOR2X0P5H7R_Y,1.2,1.045e-07,0.000e+00,7.346e-11,1.046e-07
pc_0__reg_p_D_NOR2X0P5H7R_Y_B_AOI21X0P5H7R_Y_A0_NOR2X0P5H7R_A,1.2,1.030e-07,0.000e+00,6.923e-11,1.031e-07
seg1_OAI211X1H7R_Y_A1_NAND2X0P5H7R_Y_B_AOI21X0P5H7R_Y_B0_NOR2X0P5H7R_Y,1.2,1.028e-07,0.000e+00,7.346e-11,1.029e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_A1_NOR2X0P5H7R_Y,1.2,1.022e-07,0.000e+00,7.346e-11,1.023e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_Y_OAI221X4H7R_A1_C0_AOI22X0P5H7R_Y_A1_NOR2X0P5H7R_Y,1.2,1.016e-07,0.000e+00,7.346e-11,1.017e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_B0_NOR2X0P5H7R_Y,1.2,1.011e-07,0.000e+00,7.346e-11,1.012e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_OA22X0P5H7R_Y_B0_AOI21X0P5H7R_Y_A1_NOR2X0P5H7R_Y,1.2,9.996e-08,0.000e+00,6.923e-11,1.000e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_A1_AOI33X0P5H7R_A2_Y_AOI2BB1X1P4H7R_A1N_B0_OAI32X0P5H7R_Y_B1_NOR2X0P5H7R_Y,1.2,9.935e-08,0.000e+00,7.346e-11,9.942e-08
resetn_INVX2P5H7R_A,1.2,8.620e-08,0.000e+00,1.673e-10,8.637e-08
out_6__reg_p_D_OAOI211X0P5H7R_Y_A0_INVX0P7H7R_Y,1.2,4.330e-08,0.000e+00,7.972e-11,4.338e-08
R[3]_0__INVX0P5H7R_A,1.2,4.151e-08,0.000e+00,7.239e-11,4.158e-08
R[0]_4__INVX0P5H7R_A,1.2,4.018e-08,0.000e+00,7.239e-11,4.025e-08
R[0]_6__INVX0P5H7R_A,1.2,4.011e-08,0.000e+00,7.239e-11,4.018e-08
out_7__reg_p_D_OAOI211X0P5H7R_Y_A0_INVX0P5H7R_Y,1.2,3.985e-08,0.000e+00,7.239e-11,3.993e-08
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_B_AOI21X0P5H7R_Y_A0_INVX0P5H7R_Y,1.2,3.970e-08,0.000e+00,7.239e-11,3.977e-08
pc_3__reg_p_D_AOI21X0P5H7R_Y_A0_AOAI211X0P5H7R_Y_C0_NAND3X1P4H7R_A_C_INVX0P5H7R_Y,1.2,3.959e-08,0.000e+00,7.239e-11,3.967e-08
R[0]_1__INVX0P5H7R_A,1.2,3.951e-08,0.000e+00,7.239e-11,3.959e-08
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_A_MUXI2X0P5H7R_Y_S0_INVX0P5H7R_Y,1.2,3.931e-08,0.000e+00,7.239e-11,3.939e-08
pc_3__reg_p_D_AOI21X0P5H7R_Y_A0_AOAI211X0P5H7R_Y_C0_INVX0P5H7R_Y,1.2,3.858e-08,0.000e+00,7.239e-11,3.865e-08
pc_0__reg_p_D_NOR2X0P5H7R_Y_B_AOI21X0P5H7R_Y_A0_INVX0P5H7R_Y,1.2,3.726e-08,0.000e+00,7.239e-11,3.733e-08
R[2]_2__MUX2X3H7R_A_Y_OAI21X4H7R_A1_B0_OAI211X1H7R_Y_A1_INVX0P5H7R_Y,1.2,3.660e-08,0.000e+00,7.239e-11,3.668e-08
R[2]_5__NAND2X0P5H7R_A_Y_OAI211X0P7H7R_C0_A0_INVX0P5H7R_Y,1.2,3.623e-08,0.000e+00,7.239e-11,3.630e-08
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_B0_OAI211X1P4H7R_Y_B0_AOI32X0P5H7R_Y_A2_INVX0P5H7R_Y,1.2,3.618e-08,0.000e+00,7.239e-11,3.625e-08
